Time,Data1,Data2,Data3
2021-3-4-11-45-25,95,69,100
2021-3-4-11-45-26,97,67,98
2021-3-4-11-45-27,99,69,96
2021-3-4-11-45-28,100,72,95
2021-3-4-11-45-29,98,73,95
2021-3-4-11-45-30,96,71,92
2021-3-4-11-45-31,99,74,91
2021-3-4-11-45-32,99,71,91
2021-3-4-11-45-33,100,73,88
2021-3-4-11-45-34,97,73,85
2021-3-4-11-45-35,98,70,83
2021-3-4-11-45-36,98,68,85
2021-3-4-11-45-37,97,67,88
2021-3-4-11-45-38,95,65,89
2021-3-4-11-45-39,96,68,90
2021-3-4-11-45-40,93,70,89
2021-3-4-11-45-41,96,67,87
2021-3-4-11-45-42,96,68,87
2021-3-4-11-45-43,97,67,88
2021-3-4-11-45-44,94,66,89
2021-3-4-11-45-45,92,65,89
2021-3-4-11-45-46,92,62,86
2021-3-4-11-45-47,92,61,86
2021-3-4-11-45-48,90,58,89
2021-3-4-11-45-49,91,58,91
2021-3-4-11-45-50,91,60,93
2021-3-4-11-45-51,93,57,95
2021-3-4-11-45-52,93,55,93
2021-3-4-11-45-53,91,54,96
2021-3-4-11-45-54,90,55,95
2021-3-4-11-45-55,89,53,96
2021-3-4-11-45-56,91,54,95
2021-3-4-11-45-57,88,55,93
2021-3-4-11-45-58,89,58,95
2021-3-4-11-45-59,90,55,92
2021-3-4-11-46-0,88,58,91
2021-3-4-11-46-1,86,57,91
2021-3-4-11-46-2,89,55,92
2021-3-4-11-46-3,91,54,92
2021-3-4-11-46-4,94,56,93
2021-3-4-11-46-5,96,53,96
2021-3-4-11-46-6,94,53,95
2021-3-4-11-46-7,91,52,92
2021-3-4-11-46-8,90,53,90
2021-3-4-11-46-9,91,54,87
2021-3-4-11-46-10,93,51,84
2021-3-4-11-46-11,91,50,86
2021-3-4-11-46-12,92,52,85
2021-3-4-11-46-13,94,55,82
2021-3-4-11-46-14,93,54,79
2021-3-4-11-46-15,92,53,80
2021-3-4-11-46-16,89,54,79
2021-3-4-11-46-17,88,56,82
2021-3-4-11-46-18,88,58,79
2021-3-4-11-46-19,85,58,81
2021-3-4-11-46-20,82,55,84
2021-3-4-11-46-21,85,52,84
2021-3-4-11-46-22,82,53,86
2021-3-4-11-46-23,79,56,84
2021-3-4-11-46-24,76,54,82
2021-3-4-11-46-25,76,53,82
2021-3-4-11-46-26,75,55,82
2021-3-4-11-46-27,76,57,79
2021-3-4-11-46-28,74,56,76
2021-3-4-11-46-29,77,54,76
2021-3-4-11-46-30,76,53,77
2021-3-4-11-46-31,77,53,77
2021-3-4-11-46-32,79,54,78
2021-3-4-11-46-33,80,57,81
2021-3-4-11-46-34,77,55,83
2021-3-4-11-46-35,80,58,82
2021-3-4-11-46-36,80,55,85
2021-3-4-11-46-37,83,58,84
2021-3-4-11-46-38,86,61,81
2021-3-4-11-46-39,87,58,80
2021-3-4-11-46-40,88,55,77
2021-3-4-11-46-41,89,57,75
2021-3-4-11-46-42,89,59,74
2021-3-4-11-46-43,88,58,71
2021-3-4-11-46-44,85,58,68
2021-3-4-11-46-45,88,57,68
2021-3-4-11-46-46,89,54,66
2021-3-4-11-46-47,91,53,65
2021-3-4-11-46-48,91,52,68
2021-3-4-11-46-49,91,55,66
2021-3-4-11-46-50,92,58,67
2021-3-4-11-46-51,89,56,70
2021-3-4-11-46-52,86,57,67
2021-3-4-11-46-53,85,59,64
2021-3-4-11-46-54,82,61,65
2021-3-4-11-46-55,81,58,63
2021-3-4-11-46-56,81,55,65
2021-3-4-11-46-57,78,52,64
2021-3-4-11-46-58,79,55,66
2021-3-4-11-46-59,80,53,67
2021-3-4-11-47-0,81,54,68
2021-3-4-11-47-1,78,53,68
2021-3-4-11-47-2,77,55,71
2021-3-4-11-47-3,78,57,73
2021-3-4-11-47-4,75,56,72
2021-3-4-11-47-5,73,57,74
2021-3-4-11-47-6,70,55,71
2021-3-4-11-47-7,69,58,74
2021-3-4-11-47-8,70,55,71
2021-3-4-11-47-9,71,53,70
2021-3-4-11-47-10,69,51,71
2021-3-4-11-47-11,67,53,73
2021-3-4-11-47-12,64,54,74
2021-3-4-11-47-13,63,53,77
2021-3-4-11-47-14,60,53,79
2021-3-4-11-47-15,63,52,79
2021-3-4-11-47-16,66,51,82
2021-3-4-11-47-17,64,50,84
2021-3-4-11-47-18,67,50,86
2021-3-4-11-47-19,67,52,83
2021-3-4-11-47-20,66,52,85
2021-3-4-11-47-21,63,49,86
2021-3-4-11-47-22,65,47,85
2021-3-4-11-47-23,63,46,83
2021-3-4-11-47-24,66,49,85
2021-3-4-11-47-25,67,46,86
2021-3-4-11-47-26,68,47,84
2021-3-4-11-47-27,67,47,86
2021-3-4-11-47-28,67,49,83
2021-3-4-11-47-29,68,50,83
2021-3-4-11-47-30,67,51,84
2021-3-4-11-47-31,66,48,84
2021-3-4-11-47-32,68,48,86
2021-3-4-11-47-33,69,48,84
2021-3-4-11-47-34,70,48,82
2021-3-4-11-47-35,72,47,82
2021-3-4-11-47-36,72,45,85
2021-3-4-11-47-37,71,45,82
2021-3-4-11-47-38,74,42,85
2021-3-4-11-47-39,76,44,85
2021-3-4-11-47-40,75,47,88
2021-3-4-11-47-41,74,49,90
2021-3-4-11-47-42,71,48,90
2021-3-4-11-47-43,74,45,92
2021-3-4-11-47-44,77,46,92
2021-3-4-11-47-45,79,48,95
2021-3-4-11-47-46,79,50,93
2021-3-4-11-47-47,79,47,92
2021-3-4-11-47-48,77,49,95
2021-3-4-11-47-49,74,50,95
2021-3-4-11-47-50,77,51,94
2021-3-4-11-47-51,80,49,94
2021-3-4-11-47-52,78,50,96
2021-3-4-11-47-53,76,52,96
2021-3-4-11-47-54,79,52,95
2021-3-4-11-47-55,77,54,94
2021-3-4-11-47-56,77,53,93
2021-3-4-11-47-57,79,55,91
2021-3-4-11-47-58,78,53,91
2021-3-4-11-47-59,81,56,94
2021-3-4-11-48-0,82,55,91
2021-3-4-11-48-1,84,57,88
2021-3-4-11-48-2,82,54,87
2021-3-4-11-48-3,84,51,89
2021-3-4-11-48-4,83,51,89
2021-3-4-11-48-5,82,54,87
2021-3-4-11-48-6,81,52,86
2021-3-4-11-48-7,83,55,87
2021-3-4-11-48-8,80,52,85
2021-3-4-11-48-9,78,52,88
2021-3-4-11-48-10,81,53,89
2021-3-4-11-48-11,81,51,88
2021-3-4-11-48-12,79,52,85
2021-3-4-11-48-13,81,52,83
2021-3-4-11-48-14,81,55,83
2021-3-4-11-48-15,78,55,85
2021-3-4-11-48-16,75,57,82
2021-3-4-11-48-17,72,57,83
2021-3-4-11-48-18,75,55,82
2021-3-4-11-48-19,78,54,85
2021-3-4-11-48-20,76,53,82
2021-3-4-11-48-21,79,54,79
2021-3-4-11-48-22,82,51,81
2021-3-4-11-48-23,81,51,81
2021-3-4-11-48-24,81,52,84
2021-3-4-11-48-25,84,55,83
2021-3-4-11-48-26,87,58,84
2021-3-4-11-48-27,87,60,81
2021-3-4-11-48-28,89,59,79
2021-3-4-11-48-29,86,56,76
2021-3-4-11-48-30,85,59,79
2021-3-4-11-48-31,86,56,81
2021-3-4-11-48-32,83,58,79
2021-3-4-11-48-33,86,60,76
2021-3-4-11-48-34,86,57,74
2021-3-4-11-48-35,86,60,75
2021-3-4-11-48-36,89,59,73
2021-3-4-11-48-37,86,60,73
2021-3-4-11-48-38,83,62,76
2021-3-4-11-48-39,83,63,77
2021-3-4-11-48-40,85,60,75
2021-3-4-11-48-41,82,63,76
2021-3-4-11-48-42,81,62,73
2021-3-4-11-48-43,83,63,73
2021-3-4-11-48-44,86,62,74
2021-3-4-11-48-45,86,64,77
2021-3-4-11-48-46,87,61,75
2021-3-4-11-48-47,85,61,77
2021-3-4-11-48-48,87,60,76
2021-3-4-11-48-49,87,59,79
2021-3-4-11-48-50,90,60,81
2021-3-4-11-48-51,89,57,81
2021-3-4-11-48-52,90,59,84
2021-3-4-11-48-53,92,59,82
2021-3-4-11-48-54,90,56,80
2021-3-4-11-48-55,93,54,77
2021-3-4-11-48-56,96,57,76
2021-3-4-11-48-57,98,57,79
2021-3-4-11-48-58,97,56,81
2021-3-4-11-48-59,97,56,81
2021-3-4-11-49-0,95,56,83
2021-3-4-11-49-1,93,55,86
2021-3-4-11-49-2,90,56,86
2021-3-4-11-49-3,88,53,89
2021-3-4-11-49-4,88,54,86
2021-3-4-11-49-5,88,55,85
2021-3-4-11-49-6,90,55,88
2021-3-4-11-49-7,89,54,89
2021-3-4-11-49-8,90,53,92
2021-3-4-11-49-9,92,50,89
2021-3-4-11-49-10,94,51,92
2021-3-4-11-49-11,92,54,90
2021-3-4-11-49-12,94,51,90
2021-3-4-11-49-13,94,51,90
2021-3-4-11-49-14,95,51,88
2021-3-4-11-49-15,92,49,91
2021-3-4-11-49-16,92,46,89
2021-3-4-11-49-17,93,46,91
2021-3-4-11-49-18,95,47,89
2021-3-4-11-49-19,95,49,86
2021-3-4-11-49-20,98,51,83
2021-3-4-11-49-21,99,54,85
2021-3-4-11-49-22,100,52,82
2021-3-4-11-49-23,99,49,82
2021-3-4-11-49-24,96,46,83
2021-3-4-11-49-25,94,44,80
2021-3-4-11-49-26,93,43,81
2021-3-4-11-49-27,94,45,78
2021-3-4-11-49-28,93,47,77
2021-3-4-11-49-29,96,49,75
2021-3-4-11-49-30,96,51,72
2021-3-4-11-49-31,99,48,74
2021-3-4-11-49-32,100,48,72
2021-3-4-11-49-33,97,47,72
2021-3-4-11-49-34,97,44,73
2021-3-4-11-49-35,97,46,76
2021-3-4-11-49-36,97,46,75
2021-3-4-11-49-37,98,43,77
2021-3-4-11-49-38,98,41,80
2021-3-4-11-49-39,100,44,80
2021-3-4-11-49-40,99,44,78
2021-3-4-11-49-41,98,41,79
2021-3-4-11-49-42,98,38,78
2021-3-4-11-49-43,99,36,77
2021-3-4-11-49-44,100,38,74
2021-3-4-11-49-45,98,39,75
2021-3-4-11-49-46,98,38,74
2021-3-4-11-49-47,99,39,73
2021-3-4-11-49-48,99,36,75
2021-3-4-11-49-49,96,37,78
2021-3-4-11-49-50,96,37,80
2021-3-4-11-49-51,96,40,82
2021-3-4-11-49-52,93,39,81
2021-3-4-11-49-53,92,42,84
2021-3-4-11-49-54,91,42,82
2021-3-4-11-49-55,90,45,85
2021-3-4-11-49-56,87,47,88
2021-3-4-11-49-57,89,46,91
2021-3-4-11-49-58,90,49,90
2021-3-4-11-49-59,93,46,90
2021-3-4-11-50-0,92,49,91
2021-3-4-11-50-1,91,49,90
2021-3-4-11-50-2,94,47,92
2021-3-4-11-50-3,93,50,89
2021-3-4-11-50-4,91,52,86
2021-3-4-11-50-5,93,55,83
2021-3-4-11-50-6,93,57,83
2021-3-4-11-50-7,94,57,86
2021-3-4-11-50-8,96,54,89
2021-3-4-11-50-9,94,56,90
2021-3-4-11-50-10,96,53,91
2021-3-4-11-50-11,98,54,92
2021-3-4-11-50-12,95,51,89
2021-3-4-11-50-13,96,51,87
2021-3-4-11-50-14,96,49,84
2021-3-4-11-50-15,97,48,86
2021-3-4-11-50-16,95,51,84
2021-3-4-11-50-17,93,52,81
2021-3-4-11-50-18,93,52,78
2021-3-4-11-50-19,93,50,81
2021-3-4-11-50-20,95,50,82
2021-3-4-11-50-21,95,51,82
2021-3-4-11-50-22,98,54,81
2021-3-4-11-50-23,99,51,83
2021-3-4-11-50-24,99,53,81
2021-3-4-11-50-25,100,50,80
2021-3-4-11-50-26,98,48,78
2021-3-4-11-50-27,96,47,77
2021-3-4-11-50-28,94,45,80
2021-3-4-11-50-29,91,44,78
2021-3-4-11-50-30,94,45,76
2021-3-4-11-50-31,92,42,74
2021-3-4-11-50-32,89,41,73
2021-3-4-11-50-33,88,41,71
2021-3-4-11-50-34,90,44,72
2021-3-4-11-50-35,92,44,71
2021-3-4-11-50-36,95,42,72
2021-3-4-11-50-37,93,41,69
2021-3-4-11-50-38,95,38,69
2021-3-4-11-50-39,96,36,72
2021-3-4-11-50-40,93,38,72
2021-3-4-11-50-41,93,36,71
2021-3-4-11-50-42,90,39,70
2021-3-4-11-50-43,89,36,72
2021-3-4-11-50-44,92,38,70
2021-3-4-11-50-45,95,35,73
2021-3-4-11-50-46,96,34,70
2021-3-4-11-50-47,97,36,69
2021-3-4-11-50-48,95,33,68
2021-3-4-11-50-49,95,36,69
2021-3-4-11-50-50,96,39,70
2021-3-4-11-50-51,99,41,67
2021-3-4-11-50-52,100,42,66
2021-3-4-11-50-53,98,42,69
2021-3-4-11-50-54,96,39,72
2021-3-4-11-50-55,94,42,70
2021-3-4-11-50-56,91,40,68
2021-3-4-11-50-57,88,38,67
2021-3-4-11-50-58,89,38,64
2021-3-4-11-50-59,89,41,64
2021-3-4-11-51-0,90,43,63
2021-3-4-11-51-1,90,46,60
2021-3-4-11-51-2,89,46,62
2021-3-4-11-51-3,92,43,65
2021-3-4-11-51-4,91,45,63
2021-3-4-11-51-5,92,48,63
2021-3-4-11-51-6,89,49,63
2021-3-4-11-51-7,88,51,62
2021-3-4-11-51-8,89,49,63
2021-3-4-11-51-9,86,47,66
2021-3-4-11-51-10,87,46,64
2021-3-4-11-51-11,86,43,64
2021-3-4-11-51-12,84,45,66
2021-3-4-11-51-13,82,46,65
2021-3-4-11-51-14,84,45,63
2021-3-4-11-51-15,81,42,65
2021-3-4-11-51-16,80,45,65
2021-3-4-11-51-17,80,45,63
2021-3-4-11-51-18,81,44,63
2021-3-4-11-51-19,84,43,65
2021-3-4-11-51-20,83,46,65
2021-3-4-11-51-21,85,43,62
2021-3-4-11-51-22,86,44,63
2021-3-4-11-51-23,88,45,60
2021-3-4-11-51-24,85,46,58
2021-3-4-11-51-25,87,46,61
2021-3-4-11-51-26,84,46,63
2021-3-4-11-51-27,87,46,60
2021-3-4-11-51-28,90,47,60
2021-3-4-11-51-29,89,48,63
2021-3-4-11-51-30,86,51,63
2021-3-4-11-51-31,87,51,60
2021-3-4-11-51-32,87,49,61
2021-3-4-11-51-33,85,48,61
2021-3-4-11-51-34,87,45,60
2021-3-4-11-51-35,87,45,60
2021-3-4-11-51-36,84,43,57
2021-3-4-11-51-37,85,45,56
2021-3-4-11-51-38,83,46,56
2021-3-4-11-51-39,85,46,56
2021-3-4-11-51-40,88,47,54
2021-3-4-11-51-41,89,50,52
2021-3-4-11-51-42,87,52,51
2021-3-4-11-51-43,86,49,51
2021-3-4-11-51-44,84,46,48
2021-3-4-11-51-45,85,46,49
2021-3-4-11-51-46,84,44,52
2021-3-4-11-51-47,87,43,51
2021-3-4-11-51-48,86,44,54
2021-3-4-11-51-49,85,41,52
2021-3-4-11-51-50,87,39,55
2021-3-4-11-51-51,87,42,52
2021-3-4-11-51-52,85,39,54
2021-3-4-11-51-53,88,38,52
2021-3-4-11-51-54,87,37,49
2021-3-4-11-51-55,85,37,52
2021-3-4-11-51-56,84,40,50
2021-3-4-11-51-57,82,41,52
2021-3-4-11-51-58,81,42,53
2021-3-4-11-51-59,79,41,56
2021-3-4-11-52-0,80,39,54
2021-3-4-11-52-1,79,36,52
2021-3-4-11-52-2,81,35,50
2021-3-4-11-52-3,83,33,49
2021-3-4-11-52-4,81,32,52
2021-3-4-11-52-5,83,30,49
2021-3-4-11-52-6,83,27,49
2021-3-4-11-52-7,80,28,51
2021-3-4-11-52-8,77,25,50
2021-3-4-11-52-9,75,22,50
2021-3-4-11-52-10,74,19,49
2021-3-4-11-52-11,72,21,51
2021-3-4-11-52-12,73,22,52
2021-3-4-11-52-13,71,22,53
2021-3-4-11-52-14,74,20,52
2021-3-4-11-52-15,71,23,51
2021-3-4-11-52-16,68,26,54
2021-3-4-11-52-17,68,23,53
2021-3-4-11-52-18,67,25,52
2021-3-4-11-52-19,66,28,50
2021-3-4-11-52-20,69,26,51
2021-3-4-11-52-21,69,26,52
2021-3-4-11-52-22,70,25,49
2021-3-4-11-52-23,70,28,51
2021-3-4-11-52-24,68,29,49
2021-3-4-11-52-25,65,32,49
2021-3-4-11-52-26,62,32,46
2021-3-4-11-52-27,63,35,48
2021-3-4-11-52-28,63,34,50
2021-3-4-11-52-29,66,32,53
2021-3-4-11-52-30,63,34,51
2021-3-4-11-52-31,64,33,49
2021-3-4-11-52-32,61,33,50
2021-3-4-11-52-33,58,31,52
2021-3-4-11-52-34,55,31,49
2021-3-4-11-52-35,57,34,50
2021-3-4-11-52-36,58,37,50
2021-3-4-11-52-37,60,35,52
2021-3-4-11-52-38,63,37,51
2021-3-4-11-52-39,61,37,54
2021-3-4-11-52-40,64,39,56
2021-3-4-11-52-41,63,40,58
2021-3-4-11-52-42,63,40,56
2021-3-4-11-52-43,65,39,55
2021-3-4-11-52-44,67,41,56
2021-3-4-11-52-45,65,43,56
2021-3-4-11-52-46,64,45,57
2021-3-4-11-52-47,61,44,57
2021-3-4-11-52-48,61,42,59
2021-3-4-11-52-49,60,43,58
2021-3-4-11-52-50,58,45,58
2021-3-4-11-52-51,58,44,58
2021-3-4-11-52-52,56,42,56
2021-3-4-11-52-53,55,41,56
2021-3-4-11-52-54,52,39,56
2021-3-4-11-52-55,53,37,55
2021-3-4-11-52-56,53,37,57
2021-3-4-11-52-57,52,38,58
2021-3-4-11-52-58,54,41,60
2021-3-4-11-52-59,56,41,62
2021-3-4-11-53-0,54,38,63
2021-3-4-11-53-1,51,38,64
2021-3-4-11-53-2,52,40,67
2021-3-4-11-53-3,53,42,64
2021-3-4-11-53-4,54,40,61
2021-3-4-11-53-5,54,42,58
2021-3-4-11-53-6,54,43,61
2021-3-4-11-53-7,56,40,59
2021-3-4-11-53-8,59,40,57
2021-3-4-11-53-9,60,42,60
2021-3-4-11-53-10,63,44,58
2021-3-4-11-53-11,65,42,59
2021-3-4-11-53-12,63,45,61
2021-3-4-11-53-13,63,42,64
2021-3-4-11-53-14,63,41,67
2021-3-4-11-53-15,60,42,66
2021-3-4-11-53-16,63,41,67
2021-3-4-11-53-17,61,40,68
2021-3-4-11-53-18,58,38,69
2021-3-4-11-53-19,57,37,68
2021-3-4-11-53-20,54,34,69
2021-3-4-11-53-21,56,36,69
2021-3-4-11-53-22,58,39,71
2021-3-4-11-53-23,60,39,72
2021-3-4-11-53-24,58,37,69
2021-3-4-11-53-25,57,37,67
2021-3-4-11-53-26,55,37,65
2021-3-4-11-53-27,55,35,67
2021-3-4-11-53-28,58,37,67
2021-3-4-11-53-29,57,37,67
2021-3-4-11-53-30,57,34,67
2021-3-4-11-53-31,55,33,66
2021-3-4-11-53-32,55,30,64
2021-3-4-11-53-33,58,31,62
2021-3-4-11-53-34,61,32,62
2021-3-4-11-53-35,58,29,65
2021-3-4-11-53-36,56,31,64
2021-3-4-11-53-37,58,34,63
2021-3-4-11-53-38,61,34,66
2021-3-4-11-53-39,62,37,68
2021-3-4-11-53-40,59,36,69
2021-3-4-11-53-41,60,36,71
2021-3-4-11-53-42,63,38,74
2021-3-4-11-53-43,64,40,71
2021-3-4-11-53-44,66,41,68
2021-3-4-11-53-45,64,39,68
2021-3-4-11-53-46,67,37,65
2021-3-4-11-53-47,64,39,63
2021-3-4-11-53-48,63,41,62
2021-3-4-11-53-49,63,39,65
2021-3-4-11-53-50,62,42,67
2021-3-4-11-53-51,65,39,67
2021-3-4-11-53-52,62,41,69
2021-3-4-11-53-53,64,39,71
2021-3-4-11-53-54,67,42,68
2021-3-4-11-53-55,64,40,66
2021-3-4-11-53-56,62,37,69
2021-3-4-11-53-57,64,36,68
2021-3-4-11-53-58,67,38,67
2021-3-4-11-53-59,65,36,65
2021-3-4-11-54-0,62,34,63
2021-3-4-11-54-1,62,36,63
2021-3-4-11-54-2,64,35,60
2021-3-4-11-54-3,66,38,61
2021-3-4-11-54-4,69,39,63
2021-3-4-11-54-5,70,38,63
2021-3-4-11-54-6,67,41,65
2021-3-4-11-54-7,69,38,63
2021-3-4-11-54-8,69,36,60
2021-3-4-11-54-9,66,33,59
2021-3-4-11-54-10,69,31,57
2021-3-4-11-54-11,66,28,60
2021-3-4-11-54-12,65,30,57
2021-3-4-11-54-13,64,32,58
2021-3-4-11-54-14,66,29,58
2021-3-4-11-54-15,65,30,60
2021-3-4-11-54-16,62,33,61
2021-3-4-11-54-17,65,31,59
2021-3-4-11-54-18,66,32,62
2021-3-4-11-54-19,66,35,63
2021-3-4-11-54-20,64,36,65
2021-3-4-11-54-21,66,37,68
2021-3-4-11-54-22,69,34,71
2021-3-4-11-54-23,70,33,72
2021-3-4-11-54-24,67,36,72
2021-3-4-11-54-25,68,39,74
2021-3-4-11-54-26,68,37,77
2021-3-4-11-54-27,68,38,74
2021-3-4-11-54-28,68,37,74
2021-3-4-11-54-29,65,38,73
2021-3-4-11-54-30,67,40,76
2021-3-4-11-54-31,66,38,74
2021-3-4-11-54-32,65,39,73
2021-3-4-11-54-33,63,42,70
2021-3-4-11-54-34,60,41,67
2021-3-4-11-54-35,61,42,66
2021-3-4-11-54-36,60,39,67
2021-3-4-11-54-37,62,38,67
2021-3-4-11-54-38,61,40,67
2021-3-4-11-54-39,61,39,66
2021-3-4-11-54-40,63,37,68
2021-3-4-11-54-41,64,38,71
2021-3-4-11-54-42,65,39,73
2021-3-4-11-54-43,65,37,75
2021-3-4-11-54-44,63,35,72
2021-3-4-11-54-45,63,33,71
2021-3-4-11-54-46,65,34,69
2021-3-4-11-54-47,62,31,68
2021-3-4-11-54-48,62,31,70
2021-3-4-11-54-49,63,32,73
2021-3-4-11-54-50,61,29,73
2021-3-4-11-54-51,58,31,73
2021-3-4-11-54-52,58,31,73
2021-3-4-11-54-53,58,33,75
2021-3-4-11-54-54,59,36,73
2021-3-4-11-54-55,60,36,76
2021-3-4-11-54-56,58,33,75
2021-3-4-11-54-57,55,32,78
2021-3-4-11-54-58,54,35,75
2021-3-4-11-54-59,53,38,76
2021-3-4-11-55-0,50,40,79
2021-3-4-11-55-1,52,43,77
2021-3-4-11-55-2,51,42,76
2021-3-4-11-55-3,51,39,78
2021-3-4-11-55-4,49,38,79
2021-3-4-11-55-5,47,40,80
2021-3-4-11-55-6,49,37,79
2021-3-4-11-55-7,50,36,78
2021-3-4-11-55-8,50,33,76
2021-3-4-11-55-9,49,35,73
2021-3-4-11-55-10,46,37,70
2021-3-4-11-55-11,49,37,72
2021-3-4-11-55-12,51,40,74
2021-3-4-11-55-13,48,39,73
2021-3-4-11-55-14,45,37,72
2021-3-4-11-55-15,47,38,71
2021-3-4-11-55-16,44,39,70
2021-3-4-11-55-17,47,41,68
2021-3-4-11-55-18,47,42,71
2021-3-4-11-55-19,49,41,74
2021-3-4-11-55-20,46,44,77
2021-3-4-11-55-21,48,45,78
2021-3-4-11-55-22,47,44,77
2021-3-4-11-55-23,50,47,77
2021-3-4-11-55-24,49,48,76
2021-3-4-11-55-25,51,48,76
2021-3-4-11-55-26,52,48,77
2021-3-4-11-55-27,53,45,79
2021-3-4-11-55-28,53,45,79
2021-3-4-11-55-29,51,48,77
2021-3-4-11-55-30,49,48,80
2021-3-4-11-55-31,49,46,77
2021-3-4-11-55-32,48,46,75
2021-3-4-11-55-33,46,44,74
2021-3-4-11-55-34,45,45,77
2021-3-4-11-55-35,44,43,76
2021-3-4-11-55-36,41,44,79
2021-3-4-11-55-37,39,43,78
2021-3-4-11-55-38,36,40,77
2021-3-4-11-55-39,37,43,78
2021-3-4-11-55-40,34,45,80
2021-3-4-11-55-41,37,42,83
2021-3-4-11-55-42,38,45,83
2021-3-4-11-55-43,39,44,80
2021-3-4-11-55-44,39,41,82
2021-3-4-11-55-45,36,41,82
2021-3-4-11-55-46,39,44,84
2021-3-4-11-55-47,41,45,82
2021-3-4-11-55-48,42,48,83
2021-3-4-11-55-49,39,46,80
2021-3-4-11-55-50,41,49,79
2021-3-4-11-55-51,44,50,82
2021-3-4-11-55-52,46,50,81
2021-3-4-11-55-53,47,50,82
2021-3-4-11-55-54,48,47,82
2021-3-4-11-55-55,49,49,85
2021-3-4-11-55-56,52,47,88
2021-3-4-11-55-57,52,45,85
2021-3-4-11-55-58,51,44,82
2021-3-4-11-55-59,53,46,80
2021-3-4-11-56-0,51,48,83
2021-3-4-11-56-1,54,49,81
2021-3-4-11-56-2,52,47,83
2021-3-4-11-56-3,53,45,85
2021-3-4-11-56-4,56,46,88
2021-3-4-11-56-5,56,45,85
2021-3-4-11-56-6,54,44,84
2021-3-4-11-56-7,56,46,82
2021-3-4-11-56-8,56,44,83
2021-3-4-11-56-9,54,45,82
2021-3-4-11-56-10,57,42,83
2021-3-4-11-56-11,58,45,81
2021-3-4-11-56-12,58,44,83
2021-3-4-11-56-13,61,44,82
2021-3-4-11-56-14,64,46,81
2021-3-4-11-56-15,65,48,83
2021-3-4-11-56-16,63,46,82
2021-3-4-11-56-17,62,45,83
2021-3-4-11-56-18,59,42,82
2021-3-4-11-56-19,56,43,82
2021-3-4-11-56-20,54,43,83
2021-3-4-11-56-21,55,42,84
2021-3-4-11-56-22,54,42,85
2021-3-4-11-56-23,55,41,83
2021-3-4-11-56-24,56,38,84
2021-3-4-11-56-25,55,38,83
2021-3-4-11-56-26,55,36,81
2021-3-4-11-56-27,53,36,80
2021-3-4-11-56-28,55,37,83
2021-3-4-11-56-29,58,38,80
2021-3-4-11-56-30,61,40,81
2021-3-4-11-56-31,59,38,80
2021-3-4-11-56-32,61,39,80
2021-3-4-11-56-33,58,39,78
2021-3-4-11-56-34,55,38,80
2021-3-4-11-56-35,56,37,78
2021-3-4-11-56-36,59,40,77
2021-3-4-11-56-37,57,41,75
2021-3-4-11-56-38,54,42,77
2021-3-4-11-56-39,57,40,76
2021-3-4-11-56-40,54,40,78
2021-3-4-11-56-41,52,37,81
2021-3-4-11-56-42,49,34,79
2021-3-4-11-56-43,47,34,80
2021-3-4-11-56-44,49,35,79
2021-3-4-11-56-45,48,38,76
2021-3-4-11-56-46,46,35,78
2021-3-4-11-56-47,47,38,75
2021-3-4-11-56-48,45,41,77
2021-3-4-11-56-49,46,43,76
2021-3-4-11-56-50,45,42,79
2021-3-4-11-56-51,43,39,80
2021-3-4-11-56-52,44,41,81
2021-3-4-11-56-53,44,39,84
2021-3-4-11-56-54,46,38,87
2021-3-4-11-56-55,47,36,90
2021-3-4-11-56-56,49,37,93
2021-3-4-11-56-57,49,38,92
2021-3-4-11-56-58,47,38,89
2021-3-4-11-56-59,49,39,86
2021-3-4-11-57-0,46,38,83
2021-3-4-11-57-1,43,37,81
2021-3-4-11-57-2,44,34,80
2021-3-4-11-57-3,43,35,81
2021-3-4-11-57-4,45,36,81
2021-3-4-11-57-5,44,37,80
2021-3-4-11-57-6,41,40,83
2021-3-4-11-57-7,39,43,80
2021-3-4-11-57-8,38,44,81
2021-3-4-11-57-9,39,47,82
2021-3-4-11-57-10,40,48,82
2021-3-4-11-57-11,43,51,85
2021-3-4-11-57-12,41,53,84
2021-3-4-11-57-13,39,55,82
2021-3-4-11-57-14,38,55,85
2021-3-4-11-57-15,35,54,84
2021-3-4-11-57-16,35,57,81
2021-3-4-11-57-17,33,59,84
2021-3-4-11-57-18,30,62,85
2021-3-4-11-57-19,32,63,82
2021-3-4-11-57-20,33,66,80
2021-3-4-11-57-21,31,68,83
2021-3-4-11-57-22,29,68,86
2021-3-4-11-57-23,28,66,86
2021-3-4-11-57-24,25,65,88
2021-3-4-11-57-25,26,64,87
2021-3-4-11-57-26,24,65,84
2021-3-4-11-57-27,27,65,84
2021-3-4-11-57-28,26,66,85
2021-3-4-11-57-29,26,69,84
2021-3-4-11-57-30,29,68,82
2021-3-4-11-57-31,32,67,82
2021-3-4-11-57-32,34,64,81
2021-3-4-11-57-33,31,62,79
2021-3-4-11-57-34,34,63,82
2021-3-4-11-57-35,37,63,84
2021-3-4-11-57-36,37,66,82
2021-3-4-11-57-37,36,68,82
2021-3-4-11-57-38,34,71,80
2021-3-4-11-57-39,34,71,83
2021-3-4-11-57-40,31,74,83
